套件名稱,引用套件名稱,套件 Repo URL,License 名稱,License URL,備註
@types/json-schema,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/json5,,,,,Repository URL not found
@types/node,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/offscreencanvas,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/prop-types,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/react-redux,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/react,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/seedrandom,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/stack-utils,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/testing-library__jest-dom,,,,,Repository URL not found
@types/tough-cookie,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/webgl-ext,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/webgl2,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/yargs-parser,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@types/yargs,,https://github.com/DefinitelyTyped/DefinitelyTyped,Other,https://github.com/DefinitelyTyped/DefinitelyTyped/blob/master/LICENSE,
@typescript-eslint/parser,,https://github.com/typescript-eslint/typescript-eslint,MIT License,https://github.com/typescript-eslint/typescript-eslint/blob/main/LICENSE,
@typescript-eslint/scope-manager,,https://github.com/typescript-eslint/typescript-eslint,MIT License,https://github.com/typescript-eslint/typescript-eslint/blob/main/LICENSE,
@typescript-eslint/types,,https://github.com/typescript-eslint/typescript-eslint,MIT License,https://github.com/typescript-eslint/typescript-eslint/blob/main/LICENSE,
@typescript-eslint/typescript-estree,,https://github.com/typescript-eslint/typescript-eslint,MIT License,https://github.com/typescript-eslint/typescript-eslint/blob/main/LICENSE,
@typescript-eslint/visitor-keys,,https://github.com/typescript-eslint/typescript-eslint,MIT License,https://github.com/typescript-eslint/typescript-eslint/blob/main/LICENSE,
@ungap/structured-clone,,https://github.com/ungap/structured-clone,ISC License,https://github.com/ungap/structured-clone/blob/main/LICENSE,
@unrs/resolver-binding-android-arm-eabi,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-android-arm64,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-darwin-arm64,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-darwin-x64,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-freebsd-x64,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-arm-gnueabihf,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-arm-musleabihf,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-arm64-gnu,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-arm64-musl,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-ppc64-gnu,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-riscv64-gnu,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-riscv64-musl,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-s390x-gnu,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-x64-gnu,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-linux-x64-musl,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-wasm32-wasi,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-win32-arm64-msvc,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-win32-ia32-msvc,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@unrs/resolver-binding-win32-x64-msvc,,https://github.com/unrs/unrs-resolver,MIT License,https://github.com/unrs/unrs-resolver/blob/main/LICENSE,
@webcomponents/webcomponentsjs,,https://github.com/webcomponents/polyfills,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/webcomponents/polyfills/blob/master/LICENSE,
abab,"data-urls, jsdom",https://github.com/jsdom/abab,非標準 (),,License type could not be determined
accepts,express,https://github.com/jshttp/accepts,MIT License,https://github.com/jshttp/accepts/blob/master/LICENSE,
acorn-globals,jsdom,https://github.com/ForbesLindesay/acorn-globals,MIT License,https://github.com/ForbesLindesay/acorn-globals/blob/master/LICENSE,
acorn-jsx,espree,https://github.com/acornjs/acorn-jsx,MIT License,https://github.com/acornjs/acorn-jsx/blob/main/LICENSE,
acorn-walk,acorn-globals,https://github.com/acornjs/acorn,非標準 (),,License type could not be determined
acorn,"acorn-globals, acorn-walk, espree, jsdom",https://github.com/acornjs/acorn,非標準 (),,License type could not be determined
agent-base,"http-proxy-agent, https-proxy-agent",https://github.com/TooTallNate/proxy-agents,非標準 (),,License type could not be determined
airbnb-prop-types,"react-dates, react-outside-click-handler, react-with-direction, react-with-styles",https://github.com/airbnb/prop-types,MIT License,https://github.com/airbnb/prop-types/blob/main/LICENSE,
ajv-keywords,schema-utils,https://github.com/epoberezkin/ajv-keywords,MIT License,https://github.com/epoberezkin/ajv-keywords/blob/master/LICENSE,
ajv,"@eslint/eslintrc, eslint, schema-utils",https://github.com/ajv-validator/ajv,MIT License,https://github.com/ajv-validator/ajv/blob/master/LICENSE,
ansi-escapes,"@jest/core, jest-watcher, log-update",https://github.com/sindresorhus/ansi-escapes,MIT License,https://github.com/sindresorhus/ansi-escapes/blob/main/license,
ansi-regex,strip-ansi,https://github.com/chalk/ansi-regex,MIT License,https://github.com/chalk/ansi-regex/blob/main/license,
ansi-styles,"pretty-format, slice-ansi, wrap-ansi",https://github.com/chalk/ansi-styles,MIT License,https://github.com/chalk/ansi-styles/blob/main/license,
anymatch,jest-haste-map,https://github.com/micromatch/anymatch,ISC License,https://github.com/micromatch/anymatch/blob/master/LICENSE,
argparse,js-yaml,https://github.com/nodeca/argparse,Other,https://github.com/nodeca/argparse/blob/master/LICENSE,
aria-query,"@testing-library/dom, @testing-library/jest-dom, eslint-plugin-jsx-a11y",https://github.com/A11yance/aria-query,Apache License 2.0,https://github.com/A11yance/aria-query/blob/main/LICENSE,
array-buffer-byte-length,"arraybuffer.prototype.slice, es-abstract",https://github.com/inspect-js/array-buffer-byte-length,MIT License,https://github.com/inspect-js/array-buffer-byte-length/blob/main/LICENSE,
array-flatten,express,https://github.com/blakeembrey/array-flatten,MIT License,https://github.com/blakeembrey/array-flatten/blob/master/LICENSE,
array-includes,"eslint-plugin-import, eslint-plugin-jsx-a11y, eslint-plugin-react, jsx-ast-utils",https://github.com/es-shims/array-includes,MIT License,https://github.com/es-shims/array-includes/blob/main/LICENSE,
array-union,globby,https://github.com/sindresorhus/array-union,MIT License,https://github.com/sindresorhus/array-union/blob/main/license,
array.prototype.find,airbnb-prop-types,https://github.com/paulmillr/Array.prototype.find,MIT License,https://github.com/paulmillr/Array.prototype.find/blob/master/LICENSE,
array.prototype.findlast,eslint-plugin-react,https://github.com/es-shims/Array.prototype.findLast,MIT License,https://github.com/es-shims/Array.prototype.findLast/blob/main/LICENSE,
array.prototype.findlastindex,eslint-plugin-import,https://github.com/es-shims/Array.prototype.findLastIndex,MIT License,https://github.com/es-shims/Array.prototype.findLastIndex/blob/main/LICENSE,
array.prototype.flat,"eslint-plugin-import, jsx-ast-utils, react-with-styles-interface-css",https://github.com/es-shims/Array.prototype.flat,MIT License,https://github.com/es-shims/Array.prototype.flat/blob/main/LICENSE,
array.prototype.flatmap,"eslint-plugin-import, eslint-plugin-jsx-a11y, eslint-plugin-react",https://github.com/es-shims/Array.prototype.flatMap,MIT License,https://github.com/es-shims/Array.prototype.flatMap/blob/main/LICENSE,
array.prototype.tosorted,eslint-plugin-react,https://github.com/es-shims/Array.prototype.toSorted,MIT License,https://github.com/es-shims/Array.prototype.toSorted/blob/main/LICENSE,
arraybuffer.prototype.slice,es-abstract,https://github.com/es-shims/ArrayBuffer.prototype.slice,MIT License,https://github.com/es-shims/ArrayBuffer.prototype.slice/blob/main/LICENSE,
ast-types-flow,eslint-plugin-jsx-a11y,https://github.com/kyldvs/ast-types-flow,MIT License,https://github.com/kyldvs/ast-types-flow/blob/master/LICENSE,
async-function,is-async-function,https://github.com/ljharb/async-function,MIT License,https://github.com/ljharb/async-function/blob/main/LICENSE,
asynckit,form-data,https://github.com/alexindigo/asynckit,MIT License,https://github.com/alexindigo/asynckit/blob/master/LICENSE,
attr-accept,react-dropzone,https://github.com/react-dropzone/attr-accept,MIT License,https://github.com/react-dropzone/attr-accept/blob/main/LICENSE,
available-typed-arrays,"es-abstract, typed-array-byte-offset, which-typed-array",https://github.com/inspect-js/available-typed-arrays,MIT License,https://github.com/inspect-js/available-typed-arrays/blob/main/LICENSE,
awesome-debounce-promise,,https://github.com/slorber/awesome-debounce-promise,非標準 (),,License type could not be determined
awesome-imperative-promise,"awesome-debounce-promise, awesome-only-resolves-last-promise",https://github.com/slorber/awesome-imperative-promise,非標準 (),,License type could not be determined
awesome-only-resolves-last-promise,awesome-debounce-promise,https://github.com/slorber/awesome-only-resolves-last-promise,非標準 (),,License type could not be determined
axe-core,eslint-plugin-jsx-a11y,https://github.com/dequelabs/axe-core,Mozilla Public License 2.0,https://github.com/dequelabs/axe-core/blob/develop/LICENSE,
axobject-query,eslint-plugin-jsx-a11y,https://github.com/A11yance/axobject-query,Apache License 2.0,https://github.com/A11yance/axobject-query/blob/main/LICENSE,
babel-jest,jest-config,https://github.com/jestjs/jest,MIT License,https://github.com/jestjs/jest/blob/main/LICENSE,
babel-plugin-istanbul,"@jest/transform, babel-jest",https://github.com/istanbuljs/babel-plugin-istanbul,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/istanbuljs/babel-plugin-istanbul/blob/master/LICENSE,
babel-plugin-jest-hoist,babel-preset-jest,https://github.com/jestjs/jest,MIT License,https://github.com/jestjs/jest/blob/main/LICENSE,
babel-plugin-polyfill-corejs2,"@babel/plugin-transform-runtime, @babel/preset-env",https://github.com/babel/babel-polyfills,MIT License,https://github.com/babel/babel-polyfills/blob/main/LICENSE,
babel-plugin-polyfill-corejs3,"@babel/plugin-transform-runtime, @babel/preset-env",https://github.com/babel/babel-polyfills,MIT License,https://github.com/babel/babel-polyfills/blob/main/LICENSE,
babel-plugin-polyfill-es-shims,,https://github.com/babel/babel-polyfills,MIT License,https://github.com/babel/babel-polyfills/blob/main/LICENSE,
babel-plugin-polyfill-regenerator,"@babel/plugin-transform-runtime, @babel/preset-env",https://github.com/babel/babel-polyfills,MIT License,https://github.com/babel/babel-polyfills/blob/main/LICENSE,
babel-plugin-styled-components,styled-components,https://github.com/styled-components/babel-plugin-styled-components,MIT License,https://github.com/styled-components/babel-plugin-styled-components/blob/main/LICENSE.md,
babel-preset-current-node-syntax,"babel-preset-jest, jest-snapshot",https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax,MIT License,https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax/blob/main/LICENSE,
babel-preset-jest,babel-jest,https://github.com/jestjs/jest,MIT License,https://github.com/jestjs/jest/blob/main/LICENSE,
balanced-match,brace-expansion,https://github.com/juliangruber/balanced-match,MIT License,https://github.com/juliangruber/balanced-match/blob/master/LICENSE.md,
baseline-browser-mapping,browserslist,https://github.com/web-platform-dx/baseline-browser-mapping,Apache License 2.0,https://github.com/web-platform-dx/baseline-browser-mapping/blob/main/LICENSE.txt,
big.js,loader-utils,https://github.com/MikeMcl/big.js,MIT License,https://github.com/MikeMcl/big.js/blob/main/LICENCE.md,
body-parser,express,https://github.com/expressjs/body-parser,MIT License,https://github.com/expressjs/body-parser/blob/master/LICENSE,
body-scroll-lock,,https://github.com/willmcpo/body-scroll-lock,MIT License,https://github.com/willmcpo/body-scroll-lock/blob/master/LICENSE,
brace-expansion,minimatch,https://github.com/juliangruber/brace-expansion,MIT License,https://github.com/juliangruber/brace-expansion/blob/main/LICENSE,
braces,micromatch,https://github.com/micromatch/braces,MIT License,https://github.com/micromatch/braces/blob/master/LICENSE,
brcast,react-with-direction,https://github.com/vesparny/brcast,MIT License,https://github.com/vesparny/brcast/blob/master/LICENSE,
browserslist,"@babel/helper-compilation-targets, core-js-compat",https://github.com/browserslist/browserslist,MIT License,https://github.com/browserslist/browserslist/blob/main/LICENSE,
bser,fb-watchman,https://github.com/facebook/watchman,MIT License,https://github.com/facebook/watchman/blob/main/LICENSE,
buffer-from,source-map-support,https://github.com/LinusU/buffer-from,MIT License,https://github.com/LinusU/buffer-from/blob/master/LICENSE,
busboy,next,https://github.com/mscdex/busboy,MIT License,https://github.com/mscdex/busboy/blob/master/LICENSE,
bytes,"body-parser, raw-body",https://github.com/visionmedia/bytes.js,MIT License,https://github.com/visionmedia/bytes.js/blob/master/LICENSE,
call-bind-apply-helpers,"call-bind, call-bound, dunder-proto, get-intrinsic",https://github.com/ljharb/call-bind-apply-helpers,MIT License,https://github.com/ljharb/call-bind-apply-helpers/blob/main/LICENSE,
call-bind,"array-includes, array.prototype.find, array.prototype.findlast, array.prototype.findlastindex, array.prototype.flat, array.prototype.flatmap, array.prototype.tosorted, arraybuffer.prototype.slice, es-abstract, es-iterator-helpers, function.prototype.name, is-array-buffer, object-is, object.assign, object.entries, object.fromentries, object.groupby, object.values, reflect.getprototypeof, regexp.prototype.flags, safe-array-concat, string.prototype.includes, string.prototype.matchall, string.prototype.trim, string.prototype.trimend, string.prototype.trimstart, typed-array-byte-length, typed-array-byte-offset, typed-array-length, which-typed-array",https://github.com/ljharb/call-bind,MIT License,https://github.com/ljharb/call-bind/blob/main/LICENSE,
call-bound,"array-buffer-byte-length, array-includes, array.prototype.findlastindex, data-view-buffer, data-view-byte-length, data-view-byte-offset, es-abstract, es-iterator-helpers, function.prototype.name, get-symbol-description, is-array-buffer, is-async-function, is-boolean-object, is-data-view, is-date-object, is-finalizationregistry, is-generator-function, is-number-object, is-regex, is-shared-array-buffer, is-string, is-symbol, is-weakref, is-weakset, object.assign, object.entries, object.values, prop-types-exact, safe-array-concat, safe-regex-test, side-channel-map, side-channel-weakmap, string.prototype.matchall, string.prototype.trim, string.prototype.trimend, typed-array-buffer, unbox-primitive, which-builtin-type, which-typed-array",https://github.com/ljharb/call-bound,MIT License,https://github.com/ljharb/call-bound/blob/main/LICENSE,
callsites,"@jest/source-map, parent-module",https://github.com/sindresorhus/callsites,MIT License,https://github.com/sindresorhus/callsites/blob/main/license,
camelcase,"@istanbuljs/load-nyc-config, jest-validate, yargs-parser",https://github.com/sindresorhus/camelcase,MIT License,https://github.com/sindresorhus/camelcase/blob/main/license,
camelize,css-to-react-native,https://github.com/ljharb/camelize,MIT License,https://github.com/ljharb/camelize/blob/main/LICENSE,
caniuse-lite,"browserslist, next",https://github.com/browserslist/caniuse-lite,Creative Commons Attribution 4.0 International,https://github.com/browserslist/caniuse-lite/blob/main/LICENSE,
chalk,"@jest/console, @jest/core, @jest/reporters, @jest/transform, @jest/types, @testing-library/jest-dom, babel-jest, create-jest, eslint, jest-circus, jest-cli, jest-config, jest-diff, jest-each, jest-matcher-utils, jest-message-util, jest-resolve, jest-runner, jest-runtime, jest-snapshot, jest-util, jest-validate, jest-watcher, lint-staged",https://github.com/chalk/chalk,MIT License,https://github.com/chalk/chalk/blob/main/license,
char-regex,string-length,https://github.com/Richienb/char-regex,MIT License,https://github.com/Richienb/char-regex/blob/main/license,
chart.js,,https://github.com/chartjs/Chart.js,MIT License,https://github.com/chartjs/Chart.js/blob/master/LICENSE.md,
chownr,tar,https://github.com/isaacs/chownr,Other,https://github.com/isaacs/chownr/blob/main/LICENSE.md,
ci-info,"@jest/core, jest-config, jest-util",https://github.com/watson/ci-info,MIT License,https://github.com/watson/ci-info/blob/master/LICENSE,
cjs-module-lexer,jest-runtime,https://github.com/nodejs/cjs-module-lexer,MIT License,https://github.com/nodejs/cjs-module-lexer/blob/main/LICENSE,
classnames,"react-date-range, react-slick",https://github.com/JedWatson/classnames,MIT License,https://github.com/JedWatson/classnames/blob/main/LICENSE,
cli-cursor,log-update,https://github.com/sindresorhus/cli-cursor,MIT License,https://github.com/sindresorhus/cli-cursor/blob/main/license,
cli-truncate,listr2,https://github.com/sindresorhus/cli-truncate,MIT License,https://github.com/sindresorhus/cli-truncate/blob/main/license,
client-only,styled-jsx,https://github.com/facebook/react,MIT License,https://github.com/facebook/react/blob/main/LICENSE,
cliui,yargs,https://github.com/yargs/cliui,ISC License,https://github.com/yargs/cliui/blob/master/LICENSE.txt,
clsx,react-draggable,https://github.com/lukeed/clsx,MIT License,https://github.com/lukeed/clsx/blob/master/license,
co,jest-circus,https://github.com/tj/co,MIT License,https://github.com/tj/co/blob/master/LICENSE,
collect-v8-coverage,"@jest/reporters, @jest/test-result, jest-runtime",https://github.com/SimenB/collect-v8-coverage,MIT License,https://github.com/SimenB/collect-v8-coverage/blob/main/LICENSE,
color-convert,"ansi-styles, color",https://github.com/Qix-/color-convert,MIT License,https://github.com/Qix-/color-convert/blob/master/LICENSE,
color-name,"color-convert, color-string, moo-color",https://github.com/colorjs/color-name,MIT License,https://github.com/colorjs/color-name/blob/master/LICENSE,
color-string,color,https://github.com/Qix-/color-string,MIT License,https://github.com/Qix-/color-string/blob/master/LICENSE,
color,sharp,https://github.com/Qix-/color,MIT License,https://github.com/Qix-/color/blob/master/LICENSE,
colorette,listr2,https://github.com/jorgebucaran/colorette,MIT License,https://github.com/jorgebucaran/colorette/blob/main/LICENSE.md,
combined-stream,form-data,https://github.com/felixge/node-combined-stream,MIT License,https://github.com/felixge/node-combined-stream/blob/master/License,
commander,lint-staged,https://github.com/tj/commander.js,MIT License,https://github.com/tj/commander.js/blob/master/LICENSE,
concat-map,brace-expansion,https://github.com/ljharb/concat-map,MIT License,https://github.com/ljharb/concat-map/blob/main/LICENSE,
console,,https://github.com/matthewhudson/console,MIT License,https://github.com/matthewhudson/console/blob/master/LICENSE,
consolidated-events,"react-dates, react-outside-click-handler, react-waypoint",https://github.com/lencioni/consolidated-events,MIT License,https://github.com/lencioni/consolidated-events/blob/master/LICENSE,
content-disposition,express,https://github.com/jshttp/content-disposition,MIT License,https://github.com/jshttp/content-disposition/blob/master/LICENSE,
content-type,"@tanem/svg-injector, body-parser, express",https://github.com/jshttp/content-type,MIT License,https://github.com/jshttp/content-type/blob/master/LICENSE,
convert-source-map,"@babel/core, @jest/transform, v8-to-istanbul",https://github.com/thlorenz/convert-source-map,MIT License,https://github.com/thlorenz/convert-source-map/blob/master/LICENSE,
cookie-parser,,https://github.com/expressjs/cookie-parser,MIT License,https://github.com/expressjs/cookie-parser/blob/master/LICENSE,
cookie-signature,"cookie-parser, csurf, express",https://github.com/visionmedia/node-cookie-signature,MIT License,https://github.com/visionmedia/node-cookie-signature/blob/master/LICENSE,
cookie,"cookie-parser, csurf, express",https://github.com/jshttp/cookie,MIT License,https://github.com/jshttp/cookie/blob/master/LICENSE,
core-js-compat,"@babel/preset-env, babel-plugin-polyfill-corejs3",https://github.com/zloirock/core-js,MIT License,https://github.com/zloirock/core-js/blob/master/LICENSE,
core-js,"@stimulus/polyfills, next-i18next",https://github.com/zloirock/core-js,MIT License,https://github.com/zloirock/core-js/blob/master/LICENSE,
create-jest,jest-cli,https://github.com/jestjs/jest,MIT License,https://github.com/jestjs/jest/blob/main/LICENSE,
cross-env,,https://github.com/kentcdodds/cross-env,MIT License,https://github.com/kentcdodds/cross-env/blob/main/LICENSE,
cross-spawn,"cross-env, eslint, execa",https://github.com/moxystudio/node-cross-spawn,MIT License,https://github.com/moxystudio/node-cross-spawn/blob/master/LICENSE,
csrf,csurf,https://github.com/pillarjs/csrf,MIT License,https://github.com/pillarjs/csrf/blob/master/LICENSE,
css-color-keywords,css-to-react-native,https://github.com/sonicdoe/css-color-keywords,ISC License,https://github.com/sonicdoe/css-color-keywords/blob/master/LICENSE,
css-to-react-native,styled-components,https://github.com/styled-components/css-to-react-native,MIT License,https://github.com/styled-components/css-to-react-native/blob/master/LICENSE.md,
css.escape,@testing-library/jest-dom,https://github.com/mathiasbynens/CSS.escape,MIT License,https://github.com/mathiasbynens/CSS.escape/blob/master/LICENSE-MIT.txt,
cssfontparser,jest-canvas-mock,https://github.com/tmpvar/cssfontparser,MIT License,https://github.com/tmpvar/cssfontparser/blob/master/LICENSE.txt,
cssom,"cssstyle, jsdom",https://github.com/NV/CSSOM,MIT License,https://github.com/NV/CSSOM/blob/master/LICENSE.txt,
cssstyle,jsdom,https://github.com/jsdom/cssstyle,MIT License,https://github.com/jsdom/cssstyle/blob/main/LICENSE,
csstype,@types/react,https://github.com/frenic/csstype,MIT License,https://github.com/frenic/csstype/blob/master/LICENSE,
csurf,,https://github.com/expressjs/csurf,MIT License,https://github.com/expressjs/csurf/blob/master/LICENSE,
damerau-levenshtein,eslint-plugin-jsx-a11y,https://github.com/tad-lispy/node-damerau-levenshtein,"BSD 2-Clause ""Simplified"" License",https://github.com/tad-lispy/node-damerau-levenshtein/blob/master/LICENSE,
data-urls,jsdom,https://github.com/jsdom/data-urls,MIT License,https://github.com/jsdom/data-urls/blob/main/LICENSE.txt,
data-view-buffer,es-abstract,https://github.com/inspect-js/data-view-buffer,MIT License,https://github.com/inspect-js/data-view-buffer/blob/main/LICENSE,
data-view-byte-length,es-abstract,https://github.com/inspect-js/data-view-byte-length,MIT License,https://github.com/inspect-js/data-view-byte-length/blob/main/LICENSE,
data-view-byte-offset,es-abstract,https://github.com/inspect-js/data-view-byte-offset,MIT License,https://github.com/inspect-js/data-view-byte-offset/blob/main/LICENSE,
date-fns,nextjs-sitemap-generator,https://github.com/date-fns/date-fns,MIT License,https://github.com/date-fns/date-fns/blob/main/LICENSE.md,
debounce-promise,awesome-debounce-promise,https://github.com/bjoerge/debounce-promise,MIT License,https://github.com/bjoerge/debounce-promise/blob/master/LICENSE,
debug,"@babel/core, @babel/helper-define-polyfill-provider, @babel/traverse, @eslint/eslintrc, @humanwhocodes/config-array, @typescript-eslint/parser, @typescript-eslint/typescript-estree, agent-base, body-parser, eslint, eslint-import-resolver-node, eslint-import-resolver-typescript, eslint-module-utils, eslint-plugin-import, express, finalhandler, http-proxy-agent, https-proxy-agent, istanbul-lib-source-maps, lint-staged, send",https://github.com/debug-js/debug,MIT License,https://github.com/debug-js/debug/blob/master/LICENSE,
decamelize,"yargs, yargs-parser",https://github.com/sindresorhus/decamelize,MIT License,https://github.com/sindresorhus/decamelize/blob/main/license,
decimal.js,jsdom,https://github.com/MikeMcl/decimal.js,MIT License,https://github.com/MikeMcl/decimal.js/blob/master/LICENCE.md,
decode-uri-component,query-string,https://github.com/SamVerschueren/decode-uri-component,MIT License,https://github.com/SamVerschueren/decode-uri-component/blob/main/license,
dedent,jest-circus,https://github.com/dmnd/dedent,MIT License,https://github.com/dmnd/dedent/blob/main/LICENSE.md,
deep-is,optionator,https://github.com/thlorenz/deep-is,Other,https://github.com/thlorenz/deep-is/blob/master/LICENSE,
deepmerge,"jest-config, react-with-direction",https://github.com/TehShrike/deepmerge,MIT License,https://github.com/TehShrike/deepmerge/blob/master/license.txt,
define-data-property,"define-properties, iterator.prototype, set-function-length, set-function-name, string.prototype.trim",https://github.com/ljharb/define-data-property,MIT License,https://github.com/ljharb/define-data-property/blob/main/LICENSE,
define-properties,"array-includes, array.prototype.find, array.prototype.findlast, array.prototype.findlastindex, array.prototype.flat, array.prototype.flatmap, array.prototype.tosorted, arraybuffer.prototype.slice, document.contains, es-iterator-helpers, function.prototype.name, global-cache, globalthis, object-is, object.assign, object.entries, object.fromentries, object.groupby, object.values, reflect.getprototypeof, regexp.prototype.flags, string.prototype.includes, string.prototype.matchall, string.prototype.repeat, string.prototype.trim, string.prototype.trimend, string.prototype.trimstart",https://github.com/ljharb/define-properties,MIT License,https://github.com/ljharb/define-properties/blob/main/LICENSE,
delayed-stream,combined-stream,https://github.com/felixge/node-delayed-stream,MIT License,https://github.com/felixge/node-delayed-stream/blob/master/License,
depd,"body-parser, express, http-errors, send",https://github.com/dougwilson/nodejs-depd,MIT License,https://github.com/dougwilson/nodejs-depd/blob/master/LICENSE,
dequal,aria-query,https://github.com/lukeed/dequal,MIT License,https://github.com/lukeed/dequal/blob/master/license,
destroy,"body-parser, send",https://github.com/stream-utils/destroy,MIT License,https://github.com/stream-utils/destroy/blob/master/LICENSE,
detect-libc,sharp,https://github.com/lovell/detect-libc,Apache License 2.0,https://github.com/lovell/detect-libc/blob/main/LICENSE,
detect-newline,jest-docblock,https://github.com/sindresorhus/detect-newline,MIT License,https://github.com/sindresorhus/detect-newline/blob/main/license,
diff-sequences,,https://github.com/jestjs/jest,MIT License,https://github.com/jestjs/jest/blob/main/LICENSE,
dijkstrajs,qrcode,https://github.com/tcort/dijkstrajs,Other,https://github.com/tcort/dijkstrajs/blob/master/LICENSE.md,
dir-glob,globby,https://github.com/kevva/dir-glob,MIT License,https://github.com/kevva/dir-glob/blob/master/license,
direction,react-with-direction,https://github.com/wooorm/direction,MIT License,https://github.com/wooorm/direction/blob/main/license,
doctrine,"eslint, eslint-plugin-import, eslint-plugin-react",https://github.com/eslint/doctrine,Apache License 2.0,https://github.com/eslint/doctrine/blob/master/LICENSE,
document.contains,react-outside-click-handler,https://github.com/ljharb/document.contains,MIT License,https://github.com/ljharb/document.contains/blob/main/LICENSE,
dom-accessibility-api,"@testing-library/dom, @testing-library/jest-dom",https://github.com/eps1lon/dom-accessibility-api,MIT License,https://github.com/eps1lon/dom-accessibility-api/blob/main/LICENSE.md,
domexception,jsdom,https://github.com/jsdom/domexception,非標準 (),,License type could not be determined
dommatrix,,https://github.com/thednp/dommatrix,MIT License,https://github.com/thednp/dommatrix/blob/master/LICENSE,
